石婆婆巷  | 2室1厅 | 50.53平米 | 南 北 | 简装 | 无电梯,中楼层(共7层)1994年建板楼  -  丹凤街,171万单价33842元/平米,https://nj.lianjia.com/xiaoqu/1411000000599/
馨绿园  | 3室2厅 | 121.95平米 | 南 | 精装 | 无电梯,高楼层(共6层)2003年建板塔结合  -  东山镇,276万单价22633元/平米,https://nj.lianjia.com/xiaoqu/2511050945093/
雨花村  | 3室1厅 | 84.24平米 | 南 北 | 简装 | 无电梯,高楼层(共6层)2000年建板楼  -  洪家园,258万单价30627元/平米,https://nj.lianjia.com/xiaoqu/2511052486149/
中粮彩云居  | 4室2厅 | 123.79平米 | 南 北 | 其他 | 有电梯,中楼层(共11层)2012年建板塔结合  -  九龙湖,375万单价30294元/平米,https://nj.lianjia.com/xiaoqu/2511052676391/
盘龙山庄  | 2室2厅 | 85.36平米 | 南 北 | 简装 | 无电梯,高楼层(共6层)2005年建板楼  -  浦口其它,148万单价17339元/平米,https://nj.lianjia.com/xiaoqu/2511053307949/
南阴阳营  | 3室1厅 | 73.99平米 | 东 | 简装 | 有电梯,中楼层(共7层)1988年建板塔结合  -  宁海路,298万单价40276元/平米,https://nj.lianjia.com/xiaoqu/1411041525726/
红花地  | 3室1厅 | 69.22平米 | 南 北 | 简装,中楼层(共7层)1991年建板楼  -  五老村,270万单价39007元/平米,https://nj.lianjia.com/xiaoqu/1411043592097/
汇杰公寓  | 2室2厅 | 103.53平米 | 南 | 精装 | 有电梯,中楼层(共18层)2001年建塔楼  -  丹凤街,520万单价50227元/平米,https://nj.lianjia.com/xiaoqu/1411000000253/
江南青年城翠湾苑  | 4室3厅 | 156.61平米 | 南 | 精装 | 有电梯,高楼层(共11层)2005年建板楼  -  将军大道,320万单价20433元/平米,https://nj.lianjia.com/xiaoqu/1411049845525/
华侨新村紫薇苑   | 联排别墅 | 3室2厅 | 164.11平米 | 南 北 | 简装 | 无电梯,3层1992年建暂无数据  -  樱驼花园,595万单价36257元/平米,https://nj.lianjia.com/xiaoqu/1411056262245/
上元里  | 2室1厅 | 66.94平米 | 南 | 简装 | 无电梯,中楼层(共7层)1999年建板塔结合  -  金陵小区,168万单价25098元/平米,https://nj.lianjia.com/xiaoqu/1410660231786572/
翠屏湾花园城  | 2室2厅 | 94.63平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2005年建板楼  -  将军大道,210万单价22192元/平米,https://nj.lianjia.com/xiaoqu/1411049709724/
天地花园  | 2室1厅 | 59.7平米 | 南 北 | 毛坯 | 无电梯,中楼层(共7层)1996年建板楼  -  月牙湖,165万单价27639元/平米,https://nj.lianjia.com/xiaoqu/1411000000638/
瑞金北村  | 2室1厅 | 60.64平米 | 东 南 | 简装 | 有电梯,中楼层(共7层)1997年建板楼  -  瑞金路,230万单价37929元/平米,https://nj.lianjia.com/xiaoqu/1411043434688/
石门坎2号  | 2室1厅 | 63.68平米 | 南 北 | 精装 | 有电梯,中楼层(共7层)1999年建板塔结合  -  光华路,176万单价27639元/平米,https://nj.lianjia.com/xiaoqu/1411046348007/
琥珀巷高层小区  | 2室1厅 | 53.61平米 | 东南 | 简装 | 有电梯,低楼层(共24层)1998年建塔楼  -  建康路,152万单价28353元/平米,https://nj.lianjia.com/xiaoqu/1411041184598/
归云堂15巷  | 2室1厅 | 60.6平米 | 南 北 | 其他 | 无电梯,高楼层(共6层)1995年建板塔结合  -  挹江门,129万单价21288元/平米,https://nj.lianjia.com/xiaoqu/1411046914554/
南方花园枫彩园  | 2室2厅 | 90.02平米 | 南 北 | 简装 | 有电梯,低楼层(共6层)2007年建塔楼  -  岔路口,245万单价27217元/平米,https://nj.lianjia.com/xiaoqu/1411041466211/
百家湖国际花园  | 2室2厅 | 82.15平米 | 南 | 精装 | 有电梯,中楼层(共17层)2008年建塔楼  -  百家湖,224万单价27268元/平米,https://nj.lianjia.com/xiaoqu/1411050268508/
武夷绿洲品茗苑  | 3室2厅 | 86.1平米 | 南 北 | 简装 | 无电梯,高楼层(共6层)2009年建板楼  -  科学园,249万单价28920元/平米,https://nj.lianjia.com/xiaoqu/2511051361657/
南京恒大绿洲  | 3室2厅 | 95.35平米 | 南 北 | 精装 | 有电梯,中楼层(共11层)2009年建板楼  -  九龙湖,285万单价29890元/平米,https://nj.lianjia.com/xiaoqu/2511051684175/
尖角营小区  | 2室1厅 | 49.59平米 | 南 北 | 精装 | 无电梯,高楼层(共7层)1994年建板楼  -  丹凤街,170万单价34282元/平米,https://nj.lianjia.com/xiaoqu/1411000000365/
康怡花园  | 2室1厅 | 49.79平米 | 南 北 | 其他 | 无电梯,高楼层(共7层)1997年建板楼  -  江东,143万单价28721元/平米,https://nj.lianjia.com/xiaoqu/1411000000418/
百家湖西花园伦敦城  | 4室2厅 | 141.02平米 | 南 北 | 毛坯 | 无电梯,高楼层(共6层)2006年建板塔结合  -  百家湖,310万单价21983元/平米,https://nj.lianjia.com/xiaoqu/1411049712745/
五十五所宿舍区  | 3室1厅 | 88.36平米 | 南 北 | 毛坯 | 有电梯,低楼层(共25层)2005年建板楼  -  瑞金路,289万单价32708元/平米,https://nj.lianjia.com/xiaoqu/1411044854863/
来凤里  | 2室1厅 | 52.67平米 | 南 北 | 简装 | 无电梯,中楼层(共7层)1997年建板楼  -  来凤里,150万单价28480元/平米,https://nj.lianjia.com/xiaoqu/1411041500069/
扇骨里小区  | 2室0厅 | 50.08平米 | 南 | 简装 | 无电梯,高楼层(共6层)1987年建板塔结合  -  秦虹,133万单价26558元/平米,https://nj.lianjia.com/xiaoqu/1411044525598/
和府奥园  | 2室2厅 | 85.4平米 | 南 | 精装 | 有电梯,中楼层(共15层)2014年建板楼  -  奥体,435万单价50937元/平米,https://nj.lianjia.com/xiaoqu/1411000000235/
明发滨江新城三期  | 3室2厅 | 130.48平米 | 南 北 | 简装 | 有电梯,中楼层(共11层)2008年建塔楼  -  桥北,310万单价23759元/平米,https://nj.lianjia.com/xiaoqu/2511053251006/
天润城第九街区  | 4室2厅 | 144.88平米 | 南 北 | 毛坯 | 有电梯,中楼层(共18层)2009年建板楼  -  桥北,310万单价21398元/平米,https://nj.lianjia.com/xiaoqu/1411099808679/
市政天元城  | 2室2厅 | 94.53平米 | 南 北 | 精装 | 无电梯,中楼层(共6层)2003年建板楼  -  东山镇,270万单价28563元/平米,https://nj.lianjia.com/xiaoqu/2511050946111/
紫藤苑  | 3室1厅 | 88.47平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)2000年建板楼  -  月苑,218万单价24642元/平米,https://nj.lianjia.com/xiaoqu/1411064148541/
桃园居  | 3室1厅 | 80.26平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2002年建板塔结合  -  万达广场,300万单价37379元/平米,https://nj.lianjia.com/xiaoqu/1411000000672/
达美广场  | 2室1厅 | 106.02平米 | 南 | 其他 | 有电梯,中楼层(共30层)2000年建板塔结合  -  瑞金路,330万单价31127元/平米,https://nj.lianjia.com/xiaoqu/1411041182110/
南塑新村  | 2室1厅 | 60.94平米 | 南 北 | 毛坯 | 无电梯,中楼层(共6层)1988年建板塔结合  -  迈皋桥,145万单价23794元/平米,https://nj.lianjia.com/xiaoqu/2511053037916/
南农大小区  | 3室2厅 | 92.6平米 | 南 | 简装 | 无电梯,低楼层(共6层)1989年建板塔结合  -  卫岗,315万单价34018元/平米,https://nj.lianjia.com/xiaoqu/1411046502331/
瑞金新村  | 3室1厅 | 63.06平米 | 南 北 | 精装 | 无电梯,中楼层(共6层)1977年建板塔结合  -  瑞金路,229万单价36315元/平米,https://nj.lianjia.com/xiaoqu/1411041190190/
金蕊家苑  | 2室2厅 | 93.16平米 | 南 北 | 简装 | 有电梯,低楼层(共11层)2007年建板楼  -  安德门,285万单价30593元/平米,https://nj.lianjia.com/xiaoqu/1411000000388/
凤凰和熙一期  | 2室2厅 | 88.68平米 | 南 | 精装 | 有电梯,高楼层(共18层)2009年建板楼  -  应天西路,455万单价51309元/平米,https://nj.lianjia.com/xiaoqu/1411000000150/
秦淮教师公寓  | 3室1厅 | 97.14平米 | 南 北 | 其他 | 无电梯,低楼层(共7层)1999年建板楼  -  洪家园,330万单价33972元/平米,https://nj.lianjia.com/xiaoqu/2511051952479/
牵牛巷  | 2室2厅 | 70.07平米 | 南 北 | 简装 | 无电梯,低楼层(共7层)1984年建板塔结合  -  长乐路,215万单价30684元/平米,https://nj.lianjia.com/xiaoqu/1411042657258/
海德北岸城  | 3室2厅 | 108.61平米 | 东 南 北 | 精装 | 有电梯,中楼层(共24层)2009年建板楼  -  桥北,245万单价22558元/平米,https://nj.lianjia.com/xiaoqu/2511053225046/
银城花园北片  | 2室1厅 | 63.32平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1996年建板楼  -  龙江,315万单价49748元/平米,https://nj.lianjia.com/xiaoqu/1411000000783/
莫愁花园牡丹里  | 2室1厅 | 61.52平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1996年建板楼  -  凤凰西街,206万单价33486元/平米,https://nj.lianjia.com/xiaoqu/1411000000472/
明都雅苑  | 3室1厅 | 120平米 | 南 北 | 精装 | 无电梯,低楼层(共6层)2005年建板楼  -  洪家园,405万单价33750元/平米,https://nj.lianjia.com/xiaoqu/2511051949648/
江南文枢苑书朗苑  | 2室2厅 | 87.86平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2006年建板楼  -  将军大道,229万单价26065元/平米,https://nj.lianjia.com/xiaoqu/1411052992442/
罗汉巷  | 2室1厅 | 76.35平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1996年建板楼  -  孝陵卫,205万单价26851元/平米,https://nj.lianjia.com/xiaoqu/1411047236118/
莺虹苑  | 2室1厅 | 53.62平米 | 南 北 | 简装 | 无电梯,低楼层(共7层)1995年建板楼  -  秦虹,152万单价28348元/平米,https://nj.lianjia.com/xiaoqu/1411046812237/
雅居乐花园  | 3室2厅 | 155.75平米 | 南 北 | 精装 | 有电梯,低楼层(共18层)2009年建板塔结合  -  秦虹,715万单价45907元/平米,https://nj.lianjia.com/xiaoqu/1411043590236/
天润城第十街区  | 3室2厅 | 90.35平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2009年建板楼  -  桥北,213万单价23575元/平米,https://nj.lianjia.com/xiaoqu/2511052832045/
翠屏湾花园城  | 3室1厅 | 79.74平米 | 南 | 精装 | 无电梯,高楼层(共6层)2005年建板塔结合  -  将军大道,185万单价23201元/平米,https://nj.lianjia.com/xiaoqu/1411049709724/
大华锦绣华城桂美颂  | 3室2厅 | 105.86平米 | 南 北 | 精装 | 无电梯,中楼层(共5层)2005年建板楼  -  桥北,245万单价23144元/平米,https://nj.lianjia.com/xiaoqu/2511052747753/
花开四季  | 3室2厅 | 151.66平米 | 南 | 简装 | 有电梯,低楼层(共11层)2003年建板楼  -  龙江,660万单价43519元/平米,https://nj.lianjia.com/xiaoqu/1411000000263/
赛世香樟园  | 2室2厅 | 93.95平米 | 南 北 | 精装 | 有电梯,中楼层(共11层)2009年建板楼  -  仙林,335万单价35658元/平米,https://nj.lianjia.com/xiaoqu/2511052332740/
东郊小镇第四街区  | 4室2厅 | 41.17平米 | 南 | 精装 | 无电梯,高楼层(共7层)2009年建板楼  -  麒麟镇,152万单价36921元/平米,https://nj.lianjia.com/xiaoqu/2511053030010/
南塑新村  | 2室1厅 | 46.91平米 | 南 北 | 简装 | 无电梯,高楼层(共6层)1988年建板塔结合  -  迈皋桥,128万单价27287元/平米,https://nj.lianjia.com/xiaoqu/2511053037916/
南方花园B组团  | 1室1厅 | 42.12平米 | 东 | 简装 | 无电梯,中楼层(共7层)2002年建板楼  -  岔路口,115万单价27303元/平米,https://nj.lianjia.com/xiaoqu/146669198961681/
铁路南街  | 2室1厅 | 54.08平米 | 西南 | 精装 | 无电梯,中楼层(共7层)1985年建板楼  -  湖南路,175万单价32360元/平米,https://nj.lianjia.com/xiaoqu/1411043445379/
蓝旗新村  | 3室0厅 | 62.91平米 | 南 北 | 简装 | 无电梯,中楼层(共6层)1985年建板楼  -  大光路,184万单价29249元/平米,https://nj.lianjia.com/xiaoqu/1411044601539/
汇金旗林大厦  | 1室1厅 | 53.5平米 | 南 | 精装 | 有电梯,低楼层(共21层)2007年建板楼  -  百家湖,134万单价25047元/平米,https://nj.lianjia.com/xiaoqu/1411099517774/
腾飞园  | 2室1厅 | 64.52平米 | 南 | 简装 | 无电梯,高楼层(共6层)1996年建板楼  -  龙江,195万单价30224元/平米,https://nj.lianjia.com/xiaoqu/1411000000640/
兴元嘉园  | 3室2厅 | 109.65平米 | 南 北 | 精装 | 有电梯,中楼层(共11层)2007年建板楼  -  奥体,550万单价50160元/平米,https://nj.lianjia.com/xiaoqu/1411000000771/
天地新城天玑座  | 2室2厅 | 86.46平米 | 南 北 | 精装 | 无电梯,低楼层(共6层)2006年建板塔结合  -  岔路口,220万单价25446元/平米,https://nj.lianjia.com/xiaoqu/1412024341607231/
湖滨公寓  | 4室2厅 | 127.4平米 | 南 北 | 其他 | 无电梯,低楼层(共6层)2000年建板楼  -  百家湖,315万单价24726元/平米,https://nj.lianjia.com/xiaoqu/2511051408048/
名嘉佳园小区  | 3室2厅 | 125.2平米 | 南 | 精装 | 有电梯,中楼层(共11层)2006年建板楼  -  岔路口,338万单价26997元/平米,https://nj.lianjia.com/xiaoqu/2511053036467/
天悦花园  | 3室2厅 | 108.61平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2003年建板楼  -  马群,276万单价25413元/平米,https://nj.lianjia.com/xiaoqu/1411058127070/
来凤新村  | 2室2厅 | 76.92平米 | 南 | 简装 | 有电梯,中楼层(共7层)1998年建板楼  -  来凤里,275万单价35752元/平米,https://nj.lianjia.com/xiaoqu/1411044556201/
胜泰新寓  | 3室2厅 | 125.84平米 | 南 北 | 简装 | 无电梯,中楼层(共6层)2000年建板楼  -  百家湖,268万单价21297元/平米,https://nj.lianjia.com/xiaoqu/1411049844809/
高云岭  | 3室1厅 | 61.72平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)1990年建板楼  -  湖南路,220万单价35645元/平米,https://nj.lianjia.com/xiaoqu/1411041189414/
幕府西路85号  | 2室1厅 | 55.17平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)板楼  -  建宁路,115万单价20845元/平米,https://nj.lianjia.com/xiaoqu/2511052736197/
光华园  | 2室1厅 | 60.2平米 | 南 北 | 毛坯 | 无电梯,中楼层(共4层)1984年建板楼  -  大光路,169万单价28074元/平米,https://nj.lianjia.com/xiaoqu/1411043579657/
爱涛漪水园荣晖轩  | 5室2厅 | 220.73平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2004年建板楼  -  百家湖,580万单价26277元/平米,https://nj.lianjia.com/xiaoqu/149121316220069/
宝地园  | 4室2厅 | 73.12平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)1995年建板楼  -  龙江,400万单价54705元/平米,https://nj.lianjia.com/xiaoqu/1411000000016/
武定新村  | 2室1厅 | 56.44平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)1989年建板楼  -  秦虹,155万单价27463元/平米,https://nj.lianjia.com/xiaoqu/1411046888805/
武夷绿洲品茗苑  | 2室2厅 | 99.6平米 | 南 北 | 精装 | 有电梯,中楼层(共11层)2010年建板楼  -  科学园,272万单价27310元/平米,https://nj.lianjia.com/xiaoqu/2511051361657/
豆菜桥小区  | 3室1厅 | 67平米 | 南 北 | 简装 | 有电梯,低楼层(共7层)1990年建板楼  -  华侨路,220万单价32836元/平米,https://nj.lianjia.com/xiaoqu/1411000000099/
龙园北路80号  | 3室2厅 | 126.75平米 | 东 南 | 精装,低楼层(共28层)2006年建板塔结合  -  龙江,488万单价38501元/平米,https://nj.lianjia.com/xiaoqu/1411000000456/
良城美景家园  | 3室2厅 | 107.78平米 | 南 北 | 精装 | 有电梯,低楼层(共11层)2005年建板楼  -  秦虹,368万单价34144元/平米,https://nj.lianjia.com/xiaoqu/1411046211097/
天润城第十二街区  | 2室1厅 | 68.39平米 | 南 | 简装 | 有电梯,低楼层(共18层)2012年建板塔结合  -  桥北,170万单价24858元/平米,https://nj.lianjia.com/xiaoqu/1411099898926/
聚福园二期  | 4室2厅 | 129.76平米 | 南 北 | 精装 | 有电梯,低楼层(共11层)2002年建板楼  -  龙江,695万单价53561元/平米,https://nj.lianjia.com/xiaoqu/1411000000352/
武定新村  | 3室1厅 | 73.09平米 | 南 北 | 精装 | 无电梯,低楼层(共6层)1987年建板楼  -  秦虹,220万单价30100元/平米,https://nj.lianjia.com/xiaoqu/1411046888805/
瑞金北村  | 3室1厅 | 73.23平米 | 南 北 | 精装 | 无电梯,低楼层(共6层)1983年建板楼  -  瑞金路,290万单价39602元/平米,https://nj.lianjia.com/xiaoqu/1411043434688/
天润城第十街区  | 3室1厅 | 124.4平米 | 南 北 | 精装 | 有电梯,中楼层(共18层)2009年建板楼  -  桥北,275万单价22107元/平米,https://nj.lianjia.com/xiaoqu/2511052832045/
亚东城西区  | 2室2厅 | 94.46平米 | 南 北 | 精装 | 有电梯,低楼层(共11层)2009年建板楼  -  仙林,320万单价33877元/平米,https://nj.lianjia.com/xiaoqu/2511051432030/
宏鹰花园  | 3室2厅 | 105.22平米 | 南 | 精装 | 无电梯,中楼层(共7层)1998年建板楼  -  大光路,365万单价34690元/平米,https://nj.lianjia.com/xiaoqu/1411044462704/
南方花园B组团  | 2室2厅 | 69.84平米 | 南 北 | 精装 | 无电梯,高楼层(共7层)2002年建板楼  -  岔路口,183万单价26203元/平米,https://nj.lianjia.com/xiaoqu/146669198961681/
漫城名苑  | 4室2厅 | 153.72平米 | 南 北 | 精装 | 有电梯,中楼层(共18层)2005年建板楼  -  凤凰西街,640万单价41635元/平米,https://nj.lianjia.com/xiaoqu/1411000000473/
翠屏湾花园城  | 2室2厅 | 82.48平米 | 东 西 | 精装 | 无电梯,中楼层(共5层)2005年建板楼  -  将军大道,188万单价22794元/平米,https://nj.lianjia.com/xiaoqu/1411049709724/
凯悦天琴花园  | 3室2厅 | 138.44平米 | 南 北 | 精装 | 有电梯,低楼层(共16层)2005年建板楼  -  大光路,498万单价35973元/平米,https://nj.lianjia.com/xiaoqu/1411041195948/
天润城第十一街区  | 2室2厅 | 68.58平米 | 南 | 精装 | 有电梯,中楼层(共11层)2010年建板塔结合  -  桥北,178万单价25956元/平米,https://nj.lianjia.com/xiaoqu/1411099790708/
明月港湾旭日湾  | 2室2厅 | 87.36平米 | 南 北 | 精装 | 无电梯,低楼层(共6层)2002年建板楼  -  岔路口,249万单价28503元/平米,https://nj.lianjia.com/xiaoqu/1420023315880223/
天元吉第城  | 2室2厅 | 86.7平米 | 南 北 | 精装 | 无电梯,中楼层(共5层)2006年建板楼  -  东山镇,222万单价25606元/平米,https://nj.lianjia.com/xiaoqu/2511051013057/
蓝旗新村  | 2室1厅 | 56.13平米 | 南 北 | 简装 | 无电梯,高楼层(共6层)1983年建板楼  -  大光路,158万单价28149元/平米,https://nj.lianjia.com/xiaoqu/1411044601539/
天地新城天琴座  | 3室2厅 | 137.97平米 | 南 北 | 精装 | 无电梯,低楼层(共6层)2004年建板塔结合  -  岔路口,295万单价21382元/平米,https://nj.lianjia.com/xiaoqu/1412025478262365/
罗马假日  | 3室2厅 | 131.39平米 | 南 | 简装 | 有电梯,低楼层(共33层)2017年建板楼  -  来凤里,398万单价30292元/平米,https://nj.lianjia.com/xiaoqu/1411041196904/
